timestamp,pos_err,orient_err
1403715274.312143,6.259713771822,3.106557278606752
1403715274.4121428,6.254309571837998,3.106968991451448
1403715274.512143,6.252012039326001,3.107705779138758
1403715274.612143,6.251232668065999,3.107336178360542
1403715274.7121427,6.250794954167999,3.107559285103571
1403715274.812143,6.250828546519998,3.107539432778146
1403715274.9121428,6.251495094133,3.107307488702878
1403715275.012143,6.251847466941001,3.1066895537109254
1403715275.112143,6.253112715505,3.10629213177327
1403715275.2121427,6.253267425049998,3.1062233043131973
1403715275.312143,6.253884496389999,3.105652998860073
1403715275.4121428,6.254054493939,3.1056735085999105
1403715275.512143,6.254834019381001,3.1055867652358207
1403715275.612143,6.25364114028,3.105371910606881
1403715275.7121427,6.252655841680999,3.10523269689542
1403715275.812143,6.252370409373001,3.1049455194907267
1403715275.9121428,6.251365550729001,3.104958406285106
1403715276.012143,6.252445141227,3.104545148393497
1403715276.112143,6.250757763346999,3.1048453187156784
1403715276.2121427,6.251015549651001,3.1047805341220203
1403715276.312143,6.249777140301001,3.1044190568343275
1403715276.4121428,6.250822804337999,3.104256533879703
1403715276.512143,6.250603670405001,3.103989597317359
1403715276.612143,6.248904591714,3.104076702188805
1403715276.7121427,6.245549714986,3.1042409077596553
1403715276.812143,6.241770597381,3.103663974059466
1403715276.9121428,6.250529248248001,3.1033443047673503
1403715277.012143,6.253027846087999,3.103352716314442
1403715277.112143,6.255508715137001,3.103748384394304
1403715277.2121427,6.256794999606002,3.1029475576924077
1403715277.312143,6.256780271595001,3.1033392789947656
1403715277.4121428,6.255822521588998,3.104051066235228
1403715277.512143,6.255460430884999,3.1035867389564467
1403715277.612143,6.254662292736999,3.103821598187222
1403715277.7121427,6.25530152835,3.1033905980063716
1403715277.812143,6.255314870186,3.1048458215299375
1403715277.9121428,6.247882197341,3.1052062630714827
1403715278.012143,6.240640257002001,3.103397654751194
1403715278.112143,6.244424087396,3.1047372493082466
1403715278.2121427,6.245352476420999,3.103793340582381
1403715278.312143,6.243699350856,3.10418741406808
1403715278.4121428,6.242057678224999,3.1070204684435914
1403715278.512143,6.253181202939001,3.10091694097723
1403715278.612143,6.2625850375250005,3.09071491642194
1403715278.7121427,6.277140765625,3.0852861755692995
1403715278.812143,6.294791766042,3.0729952312432176
1403715278.9121428,6.311717976701,3.066536896605056
1403715279.012143,6.330723595876002,3.072310719979912
1403715279.112143,6.349982661777,3.0760353119068125
1403715279.2121427,6.368664422937001,3.083648193716652
1403715279.312143,6.381407324585,3.0852617281978114
1403715279.4121428,6.387312711203999,3.077980267593217
1403715279.512143,6.389771440541999,3.074748984660258
1403715279.612143,6.395520211448999,3.078305585999542
1403715279.7121427,6.399940669128999,3.078590492704382
1403715279.812143,6.403701195908999,3.0760163568124237
1403715279.9121428,6.406156835069,3.0764125897421
1403715280.012143,6.410032684947001,3.0770178183551895
1403715280.112143,6.4157324289219995,3.0894628868605087
1403715280.2121427,6.423705475450999,3.1207932608252675
1403715280.312143,6.435385269256001,3.1308418332622407
1403715280.4121428,6.447835737241999,3.1114679920895325
1403715280.512143,6.467779948964999,3.1406236732676205
1403715280.612143,6.489073536289,3.0973038319961943
1403715280.7121427,6.511117947386,3.064533186229573
1403715280.812143,6.529336256445,3.0358988489822347
1403715280.9121428,6.519720916790002,3.016109723962378
1403715281.012143,6.488297264341,3.0020661574212637
1403715281.112143,6.503330584782001,2.995192196740472
1403715281.2121427,6.5216487886720005,2.9908620612354757
1403715281.312143,6.549592136979,2.9812182958939184
1403715281.4121428,6.576845046296,2.969860889779215
1403715281.512143,6.602556108150002,2.9615007072424255
1403715281.612143,6.627608657465,2.9508265903388495
1403715281.7121427,6.651492216594,2.933923895646712
1403715281.812143,6.678066499358,2.9130799666664675
1403715281.9121428,6.7074497916499976,2.8949888150825753
1403715282.012143,6.741948826520998,2.873705960316776
1403715282.112143,6.782209667208998,2.8605924189564513
1403715282.2121427,6.819983713133001,2.847517510312857
1403715282.312143,6.853508442121,2.8343749043876465
1403715282.4121428,6.887018860681999,2.828866415852551
1403715282.512143,6.921015333219001,2.8170798725667776
1403715282.612143,6.958847336741001,2.8109756965284007
1403715282.7121427,7.005446122402001,2.799274776979534
1403715282.812143,7.045423497150001,2.7794349069318924
